884,On,3,1,0
885,the,3,1,0
886,way,3,1,0
887,back,3,1,0
888,he,3,1,0
889,helped,3,1,0
890,Lee,3,1,0
891,make,3,1,0
892,a,3,1,0
893,model,3,1,0
894,of,3,1,0
895,the,3,1,0
896,planet,3,1,0
897,Mars.,3,1,0
898,Soon,3,1,0
899,they,3,1,0
900,were,3,1,0
901,on,3,1,0
902,Earth.,3,1,0
903,Thanks,3,1,0
904,Lee,3,1,0
905,said.,3,1,0
906,My,3,1,0
907,model,3,1,0
908,will,3,1,0
909,be,3,1,0
910,awesome!,3,1,0
911,Then,3,1,0
912,he,3,1,0
913,took,3,1,0
914,his,3,1,0
915,model,3,1,0
916,and,3,1,0
917,said,3,1,0
918,goodbye,3,1,0
919,to,3,1,0
920,his,3,1,0
921,new,3,1,0
922,friend.,3,1,0
923,John's,4,1,0
924,dog,4,1,0
925,was,4,1,0
926,a,4,1,0
927,bad,4,1,0
928,dog.,4,1,0
929,He,4,1,0
930,bit,4,1,0
931,people,4,1,0
932,frequently.,4,1,1
933,John,4,1,0
934,had,4,1,0
935,great,4,1,0
936,concern,4,1,1
937,about,4,1,0
938,this.,4,1,0
939,It,4,1,0
940,was,4,1,0
941,not,4,1,0
942,an,4,1,0
943,appropriate,4,1,1
944,way,4,1,0
945,for,4,1,0
946,a,4,1,0
947,dog,4,1,0
948,to,4,1,0
949,behave.,4,1,1
950,His,4,1,0
951,friends,4,1,0
952,in,4,1,0
953,the,4,1,0
954,village,4,1,1
955,always,4,1,0
956,expected,4,1,1
957,the,4,1,0
958,dog,4,1,0
959,to,4,1,0
960,bite,4,1,0
961,them.,4,1,0
962,The,4,1,0
963,news,4,1,0
964,about,4,1,0
965,John's,4,1,0
966,dog,4,1,0
967,spread,4,1,1
968,through,4,1,0
969,the,4,1,0
970,village.,4,1,0
971,None,4,1,1
972,of,4,1,0
973,the,4,1,0
974,people,4,1,0
975,wanted,4,1,0
976,to,4,1,0
977,go,4,1,0
978,to,4,1,0
979,John's,4,1,0
980,house.,4,1,0
981,John,4,1,0
982,tried,4,1,0
983,to,4,1,0
984,instruct,4,1,1
985,the,4,1,0
986,dog,4,1,0
987,to,4,1,0
988,behave,4,1,0
989,but,4,1,0
990,it,4,1,0
991,never,4,1,0
992,worked.,4,1,0
993,He,4,1,0
994,tried,4,1,0
995,to,4,1,0
996,be,4,1,0
997,patient,4,1,1
998,and,4,1,0
999,teach,4,1,0
1000,the,4,1,0
1001,dog,4,1,0
1002,to,4,1,0
1003,be,4,1,0
1004,calm.,4,1,1
1005,That,4,1,0
1006,also,4,1,0
1007,didn't,4,1,0
1008,work.,4,1,0
1009,John,4,1,0
1010,didn't,4,1,0
1011,want,4,1,0
1012,to,4,1,0
1013,punish,4,1,1
1014,the,4,1,0
1015,dog.,4,1,0
1016,How,4,1,0
1017,will,4,1,0
1018,I,4,1,0
1019,stop,4,1,0
1020,my,4,1,0
1021,dog's,4,1,0
1022,bad,4,1,0
1023,habit?,4,1,1
1024,John,4,1,0
1025,asked,4,1,0
1026,himself.,4,1,0
1027,John's,4,1,0
1028,friend,4,1,0
1029,came,4,1,0
1030,to,4,1,0
1031,talk,4,1,0
1032,to,4,1,0
1033,him,4,1,0
1034,about,4,1,0
1035,the,4,1,0
1036,issue.,4,1,1
1037,During,4,1,0
1038,their,4,1,0
1039,important,4,1,0
1040,meeting,4,1,0
1041,his,4,1,0
1042,friend,4,1,0
1043,said,4,1,0
1044,The,4,1,0
1045,people,4,1,0
1046,in,4,1,0
1047,the,4,1,0
1048,village,4,1,0
1049,asked,4,1,0
1050,me,4,1,0
1051,to,4,1,0
1052,represent,4,1,1
1053,them.,4,1,0
1054,We,4,1,0
1055,want,4,1,0
1056,your,4,1,0
1057,dog,4,1,0
1058,to,4,1,0
1059,stop,4,1,0
1060,this,4,1,0
1061,habit.,4,1,0
1062,Why,4,1,0
1063,don't,4,1,0
1064,you,4,1,0
1065,put,4,1,0
1066,a,4,1,0
1067,bell,4,1,0
1068,around,4,1,0
1069,the,4,1,0
1070,dog's,4,1,0
1071,neck?,4,1,0
1072,This,4,1,0
1073,way,4,1,0
1074,we,4,1,0
1075,would,4,1,0
1076,hear,4,1,0
1077,your,4,1,0
1078,dog,4,1,0
1079,coming,4,1,0
1080,down,4,1,0
1081,the,4,1,0
1082,street.,4,1,0
1083,John,4,1,0
1084,thought,4,1,0
1085,this,4,1,0
1086,was,4,1,0
1087,a,4,1,0
1088,great,4,1,0
1089,idea.,4,1,0
1090,Now,4,1,0
1091,people,4,1,0
1092,could,4,1,0
1093,stay,4,1,0
1094,away,4,1,0
1095,from,4,1,0
1096,the,4,1,0
1097,dog.,4,1,0
1098,It,4,1,0
1099,would,4,1,0
1100,not,4,1,0
1101,be,4,1,0
1102,able,4,1,0
1103,to,4,1,0
1104,bite,4,1,0
1105,anyone,4,1,0
1106,anymore.,4,1,0
1107,The,4,1,0
1108,dog,4,1,0
1109,liked,4,1,0
1110,the,4,1,0
1111,bell,4,1,0
1112,too.,4,1,0
1113,People,4,1,0
1114,looked,4,1,0
1115,at,4,1,0
1116,him,4,1,0
1117,when,4,1,0
1118,they,4,1,0
1119,heard,4,1,0
1120,his,4,1,0
1121,bell.,4,1,0
1122,This,4,1,0
1123,made,4,1,0
1124,the,4,1,0
1125,dog,4,1,0
1126,very,4,1,0
1127,content.,4,1,1
1128,He,4,1,0
1129,liked,4,1,0
1130,the,4,1,0
1131,song,4,1,0
1132,the,4,1,0
1133,bell,4,1,0
1134,played,4,1,0
1135,when,4,1,0
1136,he,4,1,0
1137,walked.,4,1,0
1138,One,4,1,0
1139,day,4,1,0
1140,John's,4,1,0
1141,dog,4,1,0
1142,strolled,4,1,1
1143,through,4,1,0
1144,the,4,1,0
1145,village,4,1,0
1146,and,4,1,0
1147,met,4,1,0
1148,some,4,1,0
1149,other,4,1,0
1150,dogs.,4,1,0
1151,He,4,1,0
1152,expected,4,1,0
1153,them,4,1,0
1154,to,4,1,0
1155,want,4,1,0
1156,a,4,1,0
1157,bell,4,1,0
1158,like,4,1,0
1159,his.,4,1,0
1160,But,4,1,0
1161,they,4,1,0
1162,laughed,4,1,0
1163,at,4,1,0
1164,his,4,1,0
1165,bell.,4,1,0
1166,They,4,1,0
1167,said,4,1,0
1168,the,4,1,0
1169,bell,4,1,0
1170,made,4,1,0
1171,people,4,1,0
1172,avoid,4,1,1
1173,him.,4,1,0
1174,John's,4,1,0
1175,dog,4,1,0
1176,shook,4,1,1
1177,his,4,1,0
1178,head.,4,1,0
1179,No,4,1,0
1180,they,4,1,0
1181,look,4,1,0
1182,at,4,1,0
1183,me,4,1,0
1184,because,4,1,0
1185,they,4,1,0
1186,like,4,1,0
1187,the,4,1,0
1188,bell.,4,1,0
1189,The,4,1,0
1190,other,4,1,0
1191,dogs,4,1,0
1192,said,4,1,0
1193,You,4,1,0
1194,have,4,1,0
1195,the,4,1,0
1196,wrong,4,1,0
1197,idea,4,1,0
1198,of,4,1,0
1199,what,4,1,0
1200,makes,4,1,0
1201,you,4,1,0
1202,popular.,4,1,0
1203,Of,4,1,0
1204,course,4,1,0
1205,they,4,1,0
1206,like,4,1,0
1207,your,4,1,0
1208,bell.,4,1,0
1209,It,4,1,0
1210,tells,4,1,0
1211,them,4,1,0
1212,where,4,1,0
1213,you,4,1,0
1214,are,4,1,0
1215,so,4,1,0
1216,they,4,1,0
1217,can,4,1,0
1218,avoid,4,1,0
1219,you.,4,1,0
1220,You,4,1,0
1221,aren't,4,1,0
1222,able,4,1,0
1223,to,4,1,0
1224,bite,4,1,0
1225,them,4,1,0
1226,anymore!,4,1,0
1227,You,4,1,0
1228,see,4,1,0
1229,being,4,1,0
1230,popular,4,1,0
1231,isn't,4,1,0
1232,something,4,1,0
1233,positive,4,1,1
1234,when,4,1,0
1235,it's,4,1,0
1236,for,4,1,0
1237,the,4,1,0
1238,wrong,4,1,0
1239,reason.,4,1,0
1240,A,5,1,0
1241,jackal,5,1,0
1242,is,5,1,0
1243,a,5,1,0
1244,wild,5,1,1
1245,dog,5,1,0
1246,with,5,1,0
1247,a,5,1,0
1248,big,5,1,0
1249,black,5,1,0
1250,back.,5,1,0
1251,It,5,1,0
1252,resides,5,1,1
1253,in,5,1,0
1254,the,5,1,0
1255,desert.,5,1,0
1256,But,5,1,0
1257,how,5,1,0
1258,did,5,1,0
1259,the,5,1,0
1260,jackal,5,1,0
1261,get,5,1,0
1262,his,5,1,0
1263,black,5,1,0
1264,back?,5,1,0
1265,This,5,1,0
1266,was,5,1,0
1267,how,5,1,0
1268,it,5,1,0
1269,happened.,5,1,0
1270,One,5,1,0
1271,day,5,1,0
1272,the,5,1,0
1273,jackal,5,1,0
1274,saw,5,1,0
1275,a,5,1,0
1276,girl.,5,1,0
1277,She,5,1,0
1278,was,5,1,0
1279,sitting,5,1,0
1280,upon,5,1,0
1281,a,5,1,0
1282,rock.,5,1,0
1283,She,5,1,0
1284,was,5,1,0
1285,not,5,1,0
1286,a,5,1,0
1287,normal,5,1,1
1288,child.,5,1,0
1289,She,5,1,0
1290,was,5,1,0
1291,a,5,1,0
1292,rare,5,1,1
